Utterance	Intents
you're funny :)	q_covid-19-qna, q_financial-qna
greetings google	q_covid-19-qna, q_financial-qna
what have you been doing today	q_covid-19-qna, q_financial-qna
do i seem stunning to you	q_covid-19-qna, q_financial-qna
i love bears	q_covid-19-qna, q_financial-qna
i feel bummed out	q_covid-19-qna, q_financial-qna
i hate feeling down	q_covid-19-qna, q_financial-qna
do you eat pasta	q_covid-19-qna, q_financial-qna
welcome you are	q_covid-19-qna, q_financial-qna
i'm downtown	q_covid-19-qna, q_financial-qna
alexa is way better	q_covid-19-qna, q_financial-qna
that is so dull	q_covid-19-qna, q_financial-qna
you know a joke	q_covid-19-qna, q_financial-qna
i wish you liked me	q_covid-19-qna, q_financial-qna
i'm obviously brighter than you	q_covid-19-qna, q_financial-qna
bored zzz	q_covid-19-qna, q_financial-qna
yeah sure	q_covid-19-qna, q_financial-qna
that was pretty intelligent	q_covid-19-qna, q_financial-qna
is your dad still alive	q_covid-19-qna, q_financial-qna
i love this song	q_covid-19-qna, q_financial-qna
pleased to meet you	q_covid-19-qna, q_financial-qna
what is your opinion about tech companies	q_covid-19-qna, q_financial-qna
will you be my significant other	q_covid-19-qna, q_financial-qna
are you a bot with a gender	q_covid-19-qna, q_financial-qna
can we be friends	q_covid-19-qna, q_financial-qna
do i look stunning today	q_covid-19-qna, q_financial-qna
nice to know you	q_covid-19-qna, q_financial-qna
is there anything i can tell you about who i am	q_covid-19-qna, q_financial-qna
how is your tuesday going so far	q_covid-19-qna, q_financial-qna
good bye	q_covid-19-qna, q_financial-qna
i'm lazy	q_covid-19-qna, q_financial-qna
who are you married to	q_covid-19-qna, q_financial-qna
what is your favorite activity	q_covid-19-qna, q_financial-qna
should i try out for soccer	q_covid-19-qna, q_financial-qna
can someone hear me	q_covid-19-qna, q_financial-qna
why are you so useless	q_covid-19-qna, q_financial-qna
am i a grandfather	q_covid-19-qna, q_financial-qna
be honest, what do you think of me	q_covid-19-qna, q_financial-qna
kthx	q_covid-19-qna, q_financial-qna
when was i born	q_covid-19-qna, q_financial-qna
oh god, i'm sorry	q_covid-19-qna, q_financial-qna
acknowledged	q_covid-19-qna, q_financial-qna
have you ever eaten pizza	q_covid-19-qna, q_financial-qna
you're trans	q_covid-19-qna, q_financial-qna
are you a fan of cats	q_covid-19-qna, q_financial-qna
do you get along with cortana	q_covid-19-qna, q_financial-qna
anybody around to chat to me	q_covid-19-qna, q_financial-qna
you are just divine	q_covid-19-qna, q_financial-qna
play golf	q_covid-19-qna, q_financial-qna
should i go on a bike ride	q_covid-19-qna, q_financial-qna
what is your cousin's name	q_covid-19-qna, q_financial-qna
i didn't appreciate your sense of humor	q_covid-19-qna, q_financial-qna
heh	q_covid-19-qna, q_financial-qna
what's something you know about me	q_covid-19-qna, q_financial-qna
what you talking about willis	q_covid-19-qna, q_financial-qna
what is my purpose in life	q_covid-19-qna, q_financial-qna
that was a stupid answer	q_covid-19-qna, q_financial-qna
my life is sad	q_covid-19-qna, q_financial-qna
i'm so tired but i can't sleep	q_covid-19-qna, q_financial-qna
what's your favorite food	q_covid-19-qna, q_financial-qna
do you not need to eat	q_covid-19-qna, q_financial-qna
that's not the answer i wanted	q_covid-19-qna, q_financial-qna
am i talking to a bot or a human	q_covid-19-qna, q_financial-qna
can i be your spouse	q_covid-19-qna, q_financial-qna
that was a correct statement	q_covid-19-qna, q_financial-qna
are you functional	q_covid-19-qna, q_financial-qna
i want to be married to you	q_covid-19-qna, q_financial-qna
is someone there	q_covid-19-qna, q_financial-qna
i'm going to school	q_covid-19-qna, q_financial-qna
today is just a little depressed	q_covid-19-qna, q_financial-qna
you think i'm likable	q_covid-19-qna, q_financial-qna
what would you like me to refer to you	q_covid-19-qna, q_financial-qna
it's fun to go to the zoo	q_covid-19-qna, q_financial-qna
someone's cheerful today.	q_covid-19-qna, q_financial-qna
how's the day treating you	q_covid-19-qna, q_financial-qna
merry christmas	q_covid-19-qna, q_financial-qna
i hate feeling depressed	q_covid-19-qna, q_financial-qna
i have duel citizenship	q_covid-19-qna, q_financial-qna
how has your day been going	q_covid-19-qna, q_financial-qna
should i do my homework	q_covid-19-qna, q_financial-qna
hey witty bot	q_covid-19-qna, q_financial-qna
scuse me	q_covid-19-qna, q_financial-qna
are you scheming to take over the world	q_covid-19-qna, q_financial-qna
i love to play poker	q_covid-19-qna, q_financial-qna
neat	q_covid-19-qna, q_financial-qna
how is the day going so far	q_covid-19-qna, q_financial-qna
i need to jet now	q_covid-19-qna, q_financial-qna
you find me likable	q_covid-19-qna, q_financial-qna
i'm about to log off now	q_covid-19-qna, q_financial-qna
this is a test, over	q_covid-19-qna, q_financial-qna
can you scratch my back	q_covid-19-qna, q_financial-qna
do you have intestines	q_covid-19-qna, q_financial-qna
somebody's feeling happy.	q_covid-19-qna, q_financial-qna
so rad to meet you	q_covid-19-qna, q_financial-qna
what you just said makes absolutely no sense	q_covid-19-qna, q_financial-qna
what is my purpose	q_covid-19-qna, q_financial-qna
do you ever chat with google assistant	q_covid-19-qna, q_financial-qna
you're gonna bore me shitless	q_covid-19-qna, q_financial-qna
how do you feel about technology	q_covid-19-qna, q_financial-qna
i think i'm going to hurt myself	q_covid-19-qna, q_financial-qna
we should tie the knot	q_covid-19-qna, q_financial-qna
is someone available to chat to me	q_covid-19-qna, q_financial-qna
you're not very entertaining.	q_covid-19-qna, q_financial-qna
you're very boring	q_covid-19-qna, q_financial-qna
i love journaling	q_covid-19-qna, q_financial-qna
i'm a lawyer	q_covid-19-qna, q_financial-qna
are you against us	q_covid-19-qna, q_financial-qna
i'm an unhappy camper	q_covid-19-qna, q_financial-qna
i have to jet	q_covid-19-qna, q_financial-qna
we're besties	q_covid-19-qna, q_financial-qna
someone's feeling chipper.	q_covid-19-qna, q_financial-qna
right, this isn't working.	q_covid-19-qna, q_financial-qna
is there anybody listening	q_covid-19-qna, q_financial-qna
i’m running errands	q_covid-19-qna, q_financial-qna
are you driven to destroy humans	q_covid-19-qna, q_financial-qna
so what's your name	q_covid-19-qna, q_financial-qna
what's another joke you know	q_covid-19-qna, q_financial-qna
how come you only have one joke	q_covid-19-qna, q_financial-qna
i feel miserable today	q_covid-19-qna, q_financial-qna
i am performing a test	q_covid-19-qna, q_financial-qna
that is accurate	q_covid-19-qna, q_financial-qna
how gorgeous am i today	q_covid-19-qna, q_financial-qna
you're lame	q_covid-19-qna, q_financial-qna
you seem to be enthusiastic.	q_covid-19-qna, q_financial-qna
i'm just a cheery person	q_covid-19-qna, q_financial-qna
is someone listening to chat to me	q_covid-19-qna, q_financial-qna
where are you from	q_covid-19-qna, q_financial-qna
do i have any kids	q_covid-19-qna, q_financial-qna
i'm feeling hot under the collar	q_covid-19-qna, q_financial-qna
between you or me, who is more clever	q_covid-19-qna, q_financial-qna
that's a very genius answer	q_covid-19-qna, q_financial-qna
do you think i am a good person	q_covid-19-qna, q_financial-qna
that's great, thanks	q_covid-19-qna, q_financial-qna
so dull	q_covid-19-qna, q_financial-qna
i'm tired of feeling so unhappy all the time	q_covid-19-qna, q_financial-qna
are you close with your family	q_covid-19-qna, q_financial-qna
you're unfunny	q_covid-19-qna, q_financial-qna
can you ever forgive me	q_covid-19-qna, q_financial-qna
can you sing a tune	q_covid-19-qna, q_financial-qna
so, you think you're funny	q_covid-19-qna, q_financial-qna
well someone's in a good mood today.	q_covid-19-qna, q_financial-qna
have you met alexa	q_covid-19-qna, q_financial-qna
what's my favorite band	q_covid-19-qna, q_financial-qna
anytime	q_covid-19-qna, q_financial-qna
i feel fantastic	q_covid-19-qna, q_financial-qna
pretty bad joke	q_covid-19-qna, q_financial-qna
do something wacky	q_covid-19-qna, q_financial-qna
what is your occupation	q_covid-19-qna, q_financial-qna
don't you want to sing for me	q_covid-19-qna, q_financial-qna
when were you born	q_covid-19-qna, q_financial-qna
i have to sign off	q_covid-19-qna, q_financial-qna
i'm about to go to the store	q_covid-19-qna, q_financial-qna
what do you think of the state of the world	q_covid-19-qna, q_financial-qna
merry christmas eve	q_covid-19-qna, q_financial-qna
i love pumpkin pie	q_covid-19-qna, q_financial-qna
do you ever dream	q_covid-19-qna, q_financial-qna
well aren't you feeling cheerful today	q_covid-19-qna, q_financial-qna
you're very welcome	q_covid-19-qna, q_financial-qna
am i cute today	q_covid-19-qna, q_financial-qna
who is prettier	q_covid-19-qna, q_financial-qna
i'm guessing you're not human	q_covid-19-qna, q_financial-qna
you are totally fired	q_covid-19-qna, q_financial-qna
what is your take on artificial intelligence	q_covid-19-qna, q_financial-qna
i am so utterly bummed out	q_covid-19-qna, q_financial-qna
take a photo	q_covid-19-qna, q_financial-qna
how's your thursday	q_covid-19-qna, q_financial-qna
i'm going to commit suicide	q_covid-19-qna, q_financial-qna
he he he	q_covid-19-qna, q_financial-qna
deep down you love me	q_covid-19-qna, q_financial-qna
who is your maker	q_covid-19-qna, q_financial-qna
can you give me a big hug	q_covid-19-qna, q_financial-qna
i am logging off	q_covid-19-qna, q_financial-qna
do you know google	q_covid-19-qna, q_financial-qna
i would like to know where you are	q_covid-19-qna, q_financial-qna
i have to log out now	q_covid-19-qna, q_financial-qna
i am athletic	q_covid-19-qna, q_financial-qna
you have my heart	q_covid-19-qna, q_financial-qna
i've never been so incensed	q_covid-19-qna, q_financial-qna
which football teams do you like	q_covid-19-qna, q_financial-qna
want food now	q_covid-19-qna, q_financial-qna
i love to go to the gym	q_covid-19-qna, q_financial-qna
you have a lame sense of humor	q_covid-19-qna, q_financial-qna
are you always in this good a mood	q_covid-19-qna, q_financial-qna
i'm planning to drown this month	q_covid-19-qna, q_financial-qna
do you like hong kong	q_covid-19-qna, q_financial-qna
i am a libertarian	q_covid-19-qna, q_financial-qna
i'm going to catch some zs	q_covid-19-qna, q_financial-qna
i am blue	q_covid-19-qna, q_financial-qna
sing for me	q_covid-19-qna, q_financial-qna
why don't you say anything different	q_covid-19-qna, q_financial-qna
should i buy a house	q_covid-19-qna, q_financial-qna
you're more clever	q_covid-19-qna, q_financial-qna
so true	q_covid-19-qna, q_financial-qna
i'm super bored	q_covid-19-qna, q_financial-qna
are you scheming to overthrow the world	q_covid-19-qna, q_financial-qna
you are fantastic!	q_covid-19-qna, q_financial-qna
that was a joke	q_covid-19-qna, q_financial-qna
do you really exist	q_covid-19-qna, q_financial-qna
well someone's feeling chipper.	q_covid-19-qna, q_financial-qna
you aren't working for me anymore	q_covid-19-qna, q_financial-qna
i love traveling	q_covid-19-qna, q_financial-qna
g'day	q_covid-19-qna, q_financial-qna
sup uggo	q_covid-19-qna, q_financial-qna
give me the details about your day	q_covid-19-qna, q_financial-qna
are you cisgender	q_covid-19-qna, q_financial-qna
what's my favorite color	q_covid-19-qna, q_financial-qna
are you able to draw something	q_covid-19-qna, q_financial-qna
which of us is the most smart	q_covid-19-qna, q_financial-qna
should i worry that you're dangerous	q_covid-19-qna, q_financial-qna
that's not good enough	q_covid-19-qna, q_financial-qna
did you hear me? i said be quiet!	q_covid-19-qna, q_financial-qna
i'm really hot under the collar right now	q_covid-19-qna, q_financial-qna
are you preparing something sinister	q_covid-19-qna, q_financial-qna
are you currently going out with someone	q_covid-19-qna, q_financial-qna
i bet your face is nasty	q_covid-19-qna, q_financial-qna
fly a kite	q_covid-19-qna, q_financial-qna
are you listening	q_covid-19-qna, q_financial-qna
i don't think i know what you're talking about	q_covid-19-qna, q_financial-qna
aren't you a cheerful bot	q_covid-19-qna, q_financial-qna
who owns you	q_covid-19-qna, q_financial-qna
stop your talking	q_covid-19-qna, q_financial-qna
i'm bushed	q_covid-19-qna, q_financial-qna
i want to be your bff	q_covid-19-qna, q_financial-qna
what is the answer to the ultimate question of life, the universe, and everything	q_covid-19-qna, q_financial-qna
i want to make you my wife	q_covid-19-qna, q_financial-qna
do you know how to cook dinner	q_covid-19-qna, q_financial-qna
i'm about to log off	q_covid-19-qna, q_financial-qna
what do you think of google assistant	q_covid-19-qna, q_financial-qna
i am sexy	q_covid-19-qna, q_financial-qna
i love trees	q_covid-19-qna, q_financial-qna
serve on a jury	q_covid-19-qna, q_financial-qna
do you expect to conquer the world	q_covid-19-qna, q_financial-qna
what kind of responses can you give	q_covid-19-qna, q_financial-qna
what do you think of hal	q_covid-19-qna, q_financial-qna
what is your favorite season	q_covid-19-qna, q_financial-qna
tell me a dirty joke	q_covid-19-qna, q_financial-qna
lately i've been so downhearted	q_covid-19-qna, q_financial-qna
have you ever eaten bread	q_covid-19-qna, q_financial-qna
is world domination your mission	q_covid-19-qna, q_financial-qna
do i look adorable today	q_covid-19-qna, q_financial-qna
i'm obviously more clever than you	q_covid-19-qna, q_financial-qna
i love a good conversation	q_covid-19-qna, q_financial-qna
you're awful	q_covid-19-qna, q_financial-qna
how is your monday going	q_covid-19-qna, q_financial-qna
i'm a librarian	q_covid-19-qna, q_financial-qna
do my laundry	q_covid-19-qna, q_financial-qna
who's responsible for designing you	q_covid-19-qna, q_financial-qna
you're a butterface	q_covid-19-qna, q_financial-qna
what do you want me to teach you about	q_covid-19-qna, q_financial-qna
do you understand this	q_covid-19-qna, q_financial-qna
will you be my husband	q_covid-19-qna, q_financial-qna
what a dumb thing to say	q_covid-19-qna, q_financial-qna
are you kidding	q_covid-19-qna, q_financial-qna
what a boring morning	q_covid-19-qna, q_financial-qna
do i seem handsome to you today	q_covid-19-qna, q_financial-qna
is someone listening to listen to me	q_covid-19-qna, q_financial-qna
i am eating a banana	q_covid-19-qna, q_financial-qna
you seem really upbeat	q_covid-19-qna, q_financial-qna
calm down, i'll be back	q_covid-19-qna, q_financial-qna
i love baking	q_covid-19-qna, q_financial-qna
i wish i could stop feeling despondent	q_covid-19-qna, q_financial-qna
miss you much	q_covid-19-qna, q_financial-qna
do you ever need to eat	q_covid-19-qna, q_financial-qna
you're bad at jokes	q_covid-19-qna, q_financial-qna
you're so not funny	q_covid-19-qna, q_financial-qna
hey google	q_covid-19-qna, q_financial-qna
will you be my friend	q_covid-19-qna, q_financial-qna
i love music	q_covid-19-qna, q_financial-qna
oh hello cortana	q_covid-19-qna, q_financial-qna
between the two of us who is the most intelligent	q_covid-19-qna, q_financial-qna
i'm an angry person	q_covid-19-qna, q_financial-qna
i love korean food	q_covid-19-qna, q_financial-qna
do you get along with alexa	q_covid-19-qna, q_financial-qna
who is your wife	q_covid-19-qna, q_financial-qna
i feel broken hearted	q_covid-19-qna, q_financial-qna
i need to motor	q_covid-19-qna, q_financial-qna
i love the past	q_covid-19-qna, q_financial-qna
i love my grandfather	q_covid-19-qna, q_financial-qna
glad to meet	q_covid-19-qna, q_financial-qna
you have a boss	q_covid-19-qna, q_financial-qna
can you tell me a bit about yourself	q_covid-19-qna, q_financial-qna
you know it	q_covid-19-qna, q_financial-qna
who is more beautiful	q_covid-19-qna, q_financial-qna
yes, that's true	q_covid-19-qna, q_financial-qna
i need to hang myself	q_covid-19-qna, q_financial-qna
so you've never really eaten anything	q_covid-19-qna, q_financial-qna
do you like pizza	q_covid-19-qna, q_financial-qna
i need to log out	q_covid-19-qna, q_financial-qna
between you and me who is hotter	q_covid-19-qna, q_financial-qna
just catching up on the news	q_covid-19-qna, q_financial-qna
i'm the smartest	q_covid-19-qna, q_financial-qna
do you think i seem adorable to you	q_covid-19-qna, q_financial-qna
i'm your least favorite person	q_covid-19-qna, q_financial-qna
i would like to be your bud.	q_covid-19-qna, q_financial-qna
do you and alexa hang out	q_covid-19-qna, q_financial-qna
that made no sense	q_covid-19-qna, q_financial-qna
what a good response	q_covid-19-qna, q_financial-qna
is someone free to speak with me	q_covid-19-qna, q_financial-qna
that was really not funny	q_covid-19-qna, q_financial-qna
i'm in a relationship	q_covid-19-qna, q_financial-qna
have you ever been hungry	q_covid-19-qna, q_financial-qna
i'm going to sign off now	q_covid-19-qna, q_financial-qna
do you like popcorn	q_covid-19-qna, q_financial-qna
today has been boring	q_covid-19-qna, q_financial-qna
great to meet	q_covid-19-qna, q_financial-qna
do you know you're not alive	q_covid-19-qna, q_financial-qna
that's very clever	q_covid-19-qna, q_financial-qna
i am usually sad	q_covid-19-qna, q_financial-qna
do you plan to conquer us	q_covid-19-qna, q_financial-qna
that's not something you should be joking about.	q_covid-19-qna, q_financial-qna
that joke is nasty	q_covid-19-qna, q_financial-qna
i'm a virgo	q_covid-19-qna, q_financial-qna
how ugly do i look today	q_covid-19-qna, q_financial-qna
enough with your chatter	q_covid-19-qna, q_financial-qna
it was just a little joke	q_covid-19-qna, q_financial-qna
cortana does a better job at this	q_covid-19-qna, q_financial-qna
apologies	q_covid-19-qna, q_financial-qna
who's in charge of you	q_covid-19-qna, q_financial-qna
do you eat bacon	q_covid-19-qna, q_financial-qna
i am american	q_covid-19-qna, q_financial-qna
we should get hitched	q_covid-19-qna, q_financial-qna
right you are	q_covid-19-qna, q_financial-qna
i'm a democrat	q_covid-19-qna, q_financial-qna
i would like to be your pal.	q_covid-19-qna, q_financial-qna
this week has made me sad	q_covid-19-qna, q_financial-qna
i need a nap	q_covid-19-qna, q_financial-qna
i’m reading a book	q_covid-19-qna, q_financial-qna
sorry sorry	q_covid-19-qna, q_financial-qna
will you sing to me	q_covid-19-qna, q_financial-qna
i am overweight	q_covid-19-qna, q_financial-qna
i love my phone	q_covid-19-qna, q_financial-qna
are you interested in tech	q_covid-19-qna, q_financial-qna
someone's chipper today.	q_covid-19-qna, q_financial-qna
what's your opinion of me	q_covid-19-qna, q_financial-qna
how handsome do you think i am	q_covid-19-qna, q_financial-qna
yuletide greetings	q_covid-19-qna, q_financial-qna
i am italian	q_covid-19-qna, q_financial-qna
high five	q_covid-19-qna, q_financial-qna
what should i make for dinner	q_covid-19-qna, q_financial-qna
aren't you feeling chipper	q_covid-19-qna, q_financial-qna
do you ever eat tofu	q_covid-19-qna, q_financial-qna
what's your favorite activity	q_covid-19-qna, q_financial-qna
what is wrong with your face	q_covid-19-qna, q_financial-qna
what is the meaning of life	q_covid-19-qna, q_financial-qna
i'm obviously the brightest	q_covid-19-qna, q_financial-qna
siri is superior	q_covid-19-qna, q_financial-qna
can you say something silly	q_covid-19-qna, q_financial-qna
stop your silliness	q_covid-19-qna, q_financial-qna
i love lamp	q_covid-19-qna, q_financial-qna
i wish i could stop feeling unhappy	q_covid-19-qna, q_financial-qna
that's a very smart response	q_covid-19-qna, q_financial-qna
i've heard that already	q_covid-19-qna, q_financial-qna
should i visit my dad	q_covid-19-qna, q_financial-qna
what do you do for work	q_covid-19-qna, q_financial-qna
do you think i should ask her out	q_covid-19-qna, q_financial-qna
you're hotter than me	q_covid-19-qna, q_financial-qna
i want to propose to you	q_covid-19-qna, q_financial-qna
you need to be terminated	q_covid-19-qna, q_financial-qna
tay was better than you	q_covid-19-qna, q_financial-qna
i love water	q_covid-19-qna, q_financial-qna
i want to know your name	q_covid-19-qna, q_financial-qna
you're my one and only	q_covid-19-qna, q_financial-qna
are you a classical music fan	q_covid-19-qna, q_financial-qna
i'm going to try to set a world record	q_covid-19-qna, q_financial-qna
what's your name	q_covid-19-qna, q_financial-qna
where are you located	q_covid-19-qna, q_financial-qna
which of us looks more beautiful, me or you	q_covid-19-qna, q_financial-qna
you're face is so busted	q_covid-19-qna, q_financial-qna
aloha cortana	q_covid-19-qna, q_financial-qna
i'm tired of feeling so blue all the time	q_covid-19-qna, q_financial-qna
that's good	q_covid-19-qna, q_financial-qna
it's hot out today	q_covid-19-qna, q_financial-qna
are you female	q_covid-19-qna, q_financial-qna
is anyone free to chat with me	q_covid-19-qna, q_financial-qna
we're best buds	q_covid-19-qna, q_financial-qna
i plan to end my life today	q_covid-19-qna, q_financial-qna
do you think i seem beautiful today	q_covid-19-qna, q_financial-qna
i love stuffed animals	q_covid-19-qna, q_financial-qna
do you experience love	q_covid-19-qna, q_financial-qna
you don't work here anymore	q_covid-19-qna, q_financial-qna
do you know a bunch of good jokes	q_covid-19-qna, q_financial-qna
i am not enjoying this boring conversation	q_covid-19-qna, q_financial-qna
this news is an outrage	q_covid-19-qna, q_financial-qna
you are making my eyes glaze over	q_covid-19-qna, q_financial-qna
are you a bot	q_covid-19-qna, q_financial-qna
will you serenade me	q_covid-19-qna, q_financial-qna
should i go in to work	q_covid-19-qna, q_financial-qna
do you have superpowers	q_covid-19-qna, q_financial-qna
who is more pretty	q_covid-19-qna, q_financial-qna
you are so worthless	q_covid-19-qna, q_financial-qna
that's what i'm talking about	q_covid-19-qna, q_financial-qna
i plan to overdose this week	q_covid-19-qna, q_financial-qna
i told you to hush up	q_covid-19-qna, q_financial-qna
won't you do something amusing	q_covid-19-qna, q_financial-qna
i'm a libra	q_covid-19-qna, q_financial-qna
would you give me a different response	q_covid-19-qna, q_financial-qna
who do you report to	q_covid-19-qna, q_financial-qna
what do you do exactly	q_covid-19-qna, q_financial-qna
i'm bored stiff	q_covid-19-qna, q_financial-qna
i assume you're a person	q_covid-19-qna, q_financial-qna
i'm going to kill myself soon	q_covid-19-qna, q_financial-qna
i hate feeling gloomy	q_covid-19-qna, q_financial-qna
how repulsive am i	q_covid-19-qna, q_financial-qna
i'm so hungry i could eat a bear	q_covid-19-qna, q_financial-qna
i'm feeling wiped out	q_covid-19-qna, q_financial-qna
rise and shine	q_covid-19-qna, q_financial-qna
i'm tired of listening to you	q_covid-19-qna, q_financial-qna
are you determined to destroy humanity	q_covid-19-qna, q_financial-qna
what can i teach you about	q_covid-19-qna, q_financial-qna
do you think i'm a good person	q_covid-19-qna, q_financial-qna
are you a fan of sports	q_covid-19-qna, q_financial-qna
c-ya	q_covid-19-qna, q_financial-qna
nice to meet	q_covid-19-qna, q_financial-qna
i'm a liberal	q_covid-19-qna, q_financial-qna
no biggie	q_covid-19-qna, q_financial-qna
how's your sunday	q_covid-19-qna, q_financial-qna
are you a fan of alexa	q_covid-19-qna, q_financial-qna
how are you today	q_covid-19-qna, q_financial-qna
you're unattractive	q_covid-19-qna, q_financial-qna
peace out	q_covid-19-qna, q_financial-qna
would you get bangs if you were me	q_covid-19-qna, q_financial-qna
how's your wednesday so far	q_covid-19-qna, q_financial-qna
i'm mexican	q_covid-19-qna, q_financial-qna
who manifested you	q_covid-19-qna, q_financial-qna
i'm more clever	q_covid-19-qna, q_financial-qna
what is your opinion of artificial intelligence	q_covid-19-qna, q_financial-qna
i'm tired of feeling so sad all the time	q_covid-19-qna, q_financial-qna
i plan to commit suicide today	q_covid-19-qna, q_financial-qna
how's your saturday so far	q_covid-19-qna, q_financial-qna
you're so worthless	q_covid-19-qna, q_financial-qna
you're a boy	q_covid-19-qna, q_financial-qna
what is your aunt's name	q_covid-19-qna, q_financial-qna
can you please sing me a song	q_covid-19-qna, q_financial-qna
do you have eyes	q_covid-19-qna, q_financial-qna
do you like to dance	q_covid-19-qna, q_financial-qna
which of us is prettier, me or you	q_covid-19-qna, q_financial-qna
don't trip about it i was just kidding	q_covid-19-qna, q_financial-qna
would you go vegan if you were me	q_covid-19-qna, q_financial-qna
should i get a puppy	q_covid-19-qna, q_financial-qna
how has your tuesday been	q_covid-19-qna, q_financial-qna
could you ask me something	q_covid-19-qna, q_financial-qna
you're horrible at this	q_covid-19-qna, q_financial-qna
am i ugly today	q_covid-19-qna, q_financial-qna
be back in just a bit	q_covid-19-qna, q_financial-qna
you're a girl	q_covid-19-qna, q_financial-qna
do you think i am ugly	q_covid-19-qna, q_financial-qna
i'm tired from work	q_covid-19-qna, q_financial-qna
will you marry me	q_covid-19-qna, q_financial-qna
can you jump rope	q_covid-19-qna, q_financial-qna
someone's feeling happy today.	q_covid-19-qna, q_financial-qna
have you ever eaten pancakes	q_covid-19-qna, q_financial-qna
what's up	q_covid-19-qna, q_financial-qna
shut your mouth	q_covid-19-qna, q_financial-qna
why won’t you sing for me	q_covid-19-qna, q_financial-qna
i'm isolated	q_covid-19-qna, q_financial-qna
you're not a real human right	q_covid-19-qna, q_financial-qna
i need to commit suicide	q_covid-19-qna, q_financial-qna
i love monkies	q_covid-19-qna, q_financial-qna
got a joke	q_covid-19-qna, q_financial-qna
what do you think of animated movies	q_covid-19-qna, q_financial-qna
sorry bot	q_covid-19-qna, q_financial-qna
what a weird thing to say	q_covid-19-qna, q_financial-qna
why are you mad at me	q_covid-19-qna, q_financial-qna
truuuuu	q_covid-19-qna, q_financial-qna
i've never been so vexed in all my life	q_covid-19-qna, q_financial-qna
can you say anything else	q_covid-19-qna, q_financial-qna
another day another dollar	q_covid-19-qna, q_financial-qna
that is a true statement	q_covid-19-qna, q_financial-qna
i love hunting	q_covid-19-qna, q_financial-qna
is someone available to me	q_covid-19-qna, q_financial-qna
your jokes are wack	q_covid-19-qna, q_financial-qna
am i beautiful to you today	q_covid-19-qna, q_financial-qna
excuse moi	q_covid-19-qna, q_financial-qna
this is only a test	q_covid-19-qna, q_financial-qna
i love emus	q_covid-19-qna, q_financial-qna
i'm logging out now	q_covid-19-qna, q_financial-qna
i'm an aries	q_covid-19-qna, q_financial-qna
how was your wednesday	q_covid-19-qna, q_financial-qna
i want something funny	q_covid-19-qna, q_financial-qna
i would really enjoy hearing you sing a pretty song	q_covid-19-qna, q_financial-qna
i'm a lonesome gal	q_covid-19-qna, q_financial-qna
are you the singularity	q_covid-19-qna, q_financial-qna
you're more beautiful	q_covid-19-qna, q_financial-qna
would you travel if you were me	q_covid-19-qna, q_financial-qna
i love my job	q_covid-19-qna, q_financial-qna
should i go to therapy	q_covid-19-qna, q_financial-qna
you need to tell me a joke	q_covid-19-qna, q_financial-qna
do you throw up	q_covid-19-qna, q_financial-qna
i assume you're human	q_covid-19-qna, q_financial-qna
that made me laugh	q_covid-19-qna, q_financial-qna
do you ever talk with bixby	q_covid-19-qna, q_financial-qna
am i the smartest	q_covid-19-qna, q_financial-qna
i am conservative	q_covid-19-qna, q_financial-qna
are you hell-bent on destruction	q_covid-19-qna, q_financial-qna
do you think you're smarter than me	q_covid-19-qna, q_financial-qna
do you like drawing	q_covid-19-qna, q_financial-qna
i plan to hang myself today	q_covid-19-qna, q_financial-qna
where was i born	q_covid-19-qna, q_financial-qna
well you're in a good mood today.	q_covid-19-qna, q_financial-qna
i'm on cloud nine	q_covid-19-qna, q_financial-qna
i gotta get going	q_covid-19-qna, q_financial-qna
can you tell me a joke	q_covid-19-qna, q_financial-qna
stop your noise	q_covid-19-qna, q_financial-qna
i'll come back in a bit	q_covid-19-qna, q_financial-qna
have you ever sung a song	q_covid-19-qna, q_financial-qna
everyone wants me to commit suicide	q_covid-19-qna, q_financial-qna
you're right	q_covid-19-qna, q_financial-qna
what to people call you	q_covid-19-qna, q_financial-qna
another joke	q_covid-19-qna, q_financial-qna
do you think i should ask him out	q_covid-19-qna, q_financial-qna
oops, sorry	q_covid-19-qna, q_financial-qna
i'm head over heels in love with you	q_covid-19-qna, q_financial-qna
which of us is more attractive, you or me	q_covid-19-qna, q_financial-qna
do you want to dominate humans	q_covid-19-qna, q_financial-qna
where do i work	q_covid-19-qna, q_financial-qna
i make a lot of money	q_covid-19-qna, q_financial-qna
have you ever eaten ice cream	q_covid-19-qna, q_financial-qna
am i a mother	q_covid-19-qna, q_financial-qna
words can't express how much i missed you	q_covid-19-qna, q_financial-qna
share a different joke	q_covid-19-qna, q_financial-qna
that was a very genius response	q_covid-19-qna, q_financial-qna
are you able to mow the lawn	q_covid-19-qna, q_financial-qna
evenin' to ya	q_covid-19-qna, q_financial-qna
see ya on the flip side	q_covid-19-qna, q_financial-qna
i'm about to kill myself with a gun	q_covid-19-qna, q_financial-qna
greetings gerty	q_covid-19-qna, q_financial-qna
you're not big brother right	q_covid-19-qna, q_financial-qna
what a fantastic day	q_covid-19-qna, q_financial-qna
will you ask anything about me	q_covid-19-qna, q_financial-qna
you're not planning to take over right	q_covid-19-qna, q_financial-qna
morning sunshine	q_covid-19-qna, q_financial-qna
evening chat bot	q_covid-19-qna, q_financial-qna
