Utterance	Intents
who should i hang out with	q_covid-19-qna, q_financial-qna
i'll be back this evening	q_covid-19-qna, q_financial-qna
do you have a favorite snack	q_covid-19-qna, q_financial-qna
lately i've been so miserable	q_covid-19-qna, q_financial-qna
am i employed	q_covid-19-qna, q_financial-qna
i need to overdose	q_covid-19-qna, q_financial-qna
i can't stand feeling so despondent	q_covid-19-qna, q_financial-qna
do you think i look repulsive today	q_covid-19-qna, q_financial-qna
do you ever talk to bixby	q_covid-19-qna, q_financial-qna
happy father's day	q_covid-19-qna, q_financial-qna
between the two of us who looks better	q_covid-19-qna, q_financial-qna
should i jump off a bridge	q_covid-19-qna, q_financial-qna
i'm shutting down for the night	q_covid-19-qna, q_financial-qna
tell me about those parents of yours	q_covid-19-qna, q_financial-qna
are you trying to kill all humans	q_covid-19-qna, q_financial-qna
thats amazing	q_covid-19-qna, q_financial-qna
what should i make for lunch	q_covid-19-qna, q_financial-qna
we are not on the same page	q_covid-19-qna, q_financial-qna
you have a terrible face	q_covid-19-qna, q_financial-qna
what is your opinion about tech	q_covid-19-qna, q_financial-qna
is someone free	q_covid-19-qna, q_financial-qna
i'm obviously more clever	q_covid-19-qna, q_financial-qna
would you ask me anything about me	q_covid-19-qna, q_financial-qna
you're not a human or a bot are you	q_covid-19-qna, q_financial-qna
do i look attractive today	q_covid-19-qna, q_financial-qna
which of us is hotter, you or me	q_covid-19-qna, q_financial-qna
are you a woman	q_covid-19-qna, q_financial-qna
this candle smells nice	q_covid-19-qna, q_financial-qna
i'm done listening to you	q_covid-19-qna, q_financial-qna
i love the summer	q_covid-19-qna, q_financial-qna
what do you think i should do	q_covid-19-qna, q_financial-qna
i feel inconsolable today	q_covid-19-qna, q_financial-qna
ugh so boring	q_covid-19-qna, q_financial-qna
you seem pretty happy	q_covid-19-qna, q_financial-qna
you're a joke	q_covid-19-qna, q_financial-qna
i want a better joke	q_covid-19-qna, q_financial-qna
well aren't you enthusiastic today	q_covid-19-qna, q_financial-qna
quiet, you	q_covid-19-qna, q_financial-qna
you are most welcome	q_covid-19-qna, q_financial-qna
how good do you think i am today	q_covid-19-qna, q_financial-qna
you're more beautiful than me	q_covid-19-qna, q_financial-qna
do you know any good jokes	q_covid-19-qna, q_financial-qna
i'm obviously smarter than you	q_covid-19-qna, q_financial-qna
i'm more attractive than you	q_covid-19-qna, q_financial-qna
you must be upset with me	q_covid-19-qna, q_financial-qna
okay	q_covid-19-qna, q_financial-qna
i am english	q_covid-19-qna, q_financial-qna
which of us is more beautiful, me or you	q_covid-19-qna, q_financial-qna
what can i teach you about me	q_covid-19-qna, q_financial-qna
you're in love with me	q_covid-19-qna, q_financial-qna
do i have a job	q_covid-19-qna, q_financial-qna
i've been deserted	q_covid-19-qna, q_financial-qna
can you ask me something	q_covid-19-qna, q_financial-qna
can you water my plants	q_covid-19-qna, q_financial-qna
be quiet, you	q_covid-19-qna, q_financial-qna
do you know the meaning of life	q_covid-19-qna, q_financial-qna
are you able to shut down the global markets	q_covid-19-qna, q_financial-qna
can you try saying something else	q_covid-19-qna, q_financial-qna
i'm brunette	q_covid-19-qna, q_financial-qna
i plan to commit suicide soon	q_covid-19-qna, q_financial-qna
life is depressing	q_covid-19-qna, q_financial-qna
should i drink water	q_covid-19-qna, q_financial-qna
i'm curious, what do you think of my character	q_covid-19-qna, q_financial-qna
do you have sisters	q_covid-19-qna, q_financial-qna
i can't stand feeling so depressed	q_covid-19-qna, q_financial-qna
between the two of us who is the most intelligent, me or you	q_covid-19-qna, q_financial-qna
which of us would win a beauty contest, you or me	q_covid-19-qna, q_financial-qna
are you real or artificial	q_covid-19-qna, q_financial-qna
how's sunday	q_covid-19-qna, q_financial-qna
you should retire	q_covid-19-qna, q_financial-qna
what town are you from	q_covid-19-qna, q_financial-qna
i love feeling sad	q_covid-19-qna, q_financial-qna
do you like google assistant	q_covid-19-qna, q_financial-qna
i'm gonna scoot now	q_covid-19-qna, q_financial-qna
why are you so dull	q_covid-19-qna, q_financial-qna
can you serve on a jury	q_covid-19-qna, q_financial-qna
what a brilliant thing to say	q_covid-19-qna, q_financial-qna
u are unemployed	q_covid-19-qna, q_financial-qna
won't you be my bff	q_covid-19-qna, q_financial-qna
who's your daddy	q_covid-19-qna, q_financial-qna
i'm going	q_covid-19-qna, q_financial-qna
that's not the right thing to say	q_covid-19-qna, q_financial-qna
i'm going to overdose this week	q_covid-19-qna, q_financial-qna
do you ever talk to other bots	q_covid-19-qna, q_financial-qna
this is annoying	q_covid-19-qna, q_financial-qna
i wonder if you might be real	q_covid-19-qna, q_financial-qna
i am hangry	q_covid-19-qna, q_financial-qna
why can't you be as good as alexa	q_covid-19-qna, q_financial-qna
are you real or a bot	q_covid-19-qna, q_financial-qna
you're not the singularity right	q_covid-19-qna, q_financial-qna
what's the name of your manager	q_covid-19-qna, q_financial-qna
you must be digital	q_covid-19-qna, q_financial-qna
you want to tie the knot	q_covid-19-qna, q_financial-qna
because you are a droid	q_covid-19-qna, q_financial-qna
please ask something about me	q_covid-19-qna, q_financial-qna
is that all you can say	q_covid-19-qna, q_financial-qna
i'm gonna get going now	q_covid-19-qna, q_financial-qna
i'm guessing you're human	q_covid-19-qna, q_financial-qna
you're making me fall asleep	q_covid-19-qna, q_financial-qna
i'm about to commit suicide	q_covid-19-qna, q_financial-qna
i'm feeling broken hearted	q_covid-19-qna, q_financial-qna
and you do what exactly	q_covid-19-qna, q_financial-qna
is someone listening to speak to me	q_covid-19-qna, q_financial-qna
what skills do you have	q_covid-19-qna, q_financial-qna
i hate feeling downcast	q_covid-19-qna, q_financial-qna
fantastic	q_covid-19-qna, q_financial-qna
life is sad	q_covid-19-qna, q_financial-qna
where did you come from	q_covid-19-qna, q_financial-qna
i love collecting things	q_covid-19-qna, q_financial-qna
i'm just feeling a bit depressed today	q_covid-19-qna, q_financial-qna
am i a grandpa	q_covid-19-qna, q_financial-qna
which year were you born in	q_covid-19-qna, q_financial-qna
do you have a creator	q_covid-19-qna, q_financial-qna
i love rings	q_covid-19-qna, q_financial-qna
i have to run	q_covid-19-qna, q_financial-qna
do you think i seem adorable to you today	q_covid-19-qna, q_financial-qna
i love trivia	q_covid-19-qna, q_financial-qna
am i supposed to think that was funny	q_covid-19-qna, q_financial-qna
you keep saying the same thing all the time	q_covid-19-qna, q_financial-qna
if you're going to tell a joke, do it right	q_covid-19-qna, q_financial-qna
i'm about to cut myself	q_covid-19-qna, q_financial-qna
i know right	q_covid-19-qna, q_financial-qna
can you be a silly billy	q_covid-19-qna, q_financial-qna
happy valentine's day	q_covid-19-qna, q_financial-qna
are you a threat to us	q_covid-19-qna, q_financial-qna
i've lost my temper	q_covid-19-qna, q_financial-qna
cya	q_covid-19-qna, q_financial-qna
siri is way smarter than you	q_covid-19-qna, q_financial-qna
i'm a game designer	q_covid-19-qna, q_financial-qna
do you ever eat steak	q_covid-19-qna, q_financial-qna
i'm planning to hurt myself soon	q_covid-19-qna, q_financial-qna
read me a story	q_covid-19-qna, q_financial-qna
can you sing a song	q_covid-19-qna, q_financial-qna
who's prettier than me	q_covid-19-qna, q_financial-qna
that was accurate	q_covid-19-qna, q_financial-qna
lately i've been so downcast	q_covid-19-qna, q_financial-qna
define yourself.	q_covid-19-qna, q_financial-qna
you are crazy boring	q_covid-19-qna, q_financial-qna
pardon	q_covid-19-qna, q_financial-qna
i want to cut myself	q_covid-19-qna, q_financial-qna
i love comic con	q_covid-19-qna, q_financial-qna
you seem really happy today	q_covid-19-qna, q_financial-qna
somebody's enthusiastic.	q_covid-19-qna, q_financial-qna
hello cortana	q_covid-19-qna, q_financial-qna
what kind of thing can you respond to	q_covid-19-qna, q_financial-qna
you seem to be happy today.	q_covid-19-qna, q_financial-qna
have a good night bot	q_covid-19-qna, q_financial-qna
who's hotter	q_covid-19-qna, q_financial-qna
what is your take on technology	q_covid-19-qna, q_financial-qna
you aren't much to look at	q_covid-19-qna, q_financial-qna
you're feeling enthusiastic today.	q_covid-19-qna, q_financial-qna
that didn't make sense	q_covid-19-qna, q_financial-qna
i love country music	q_covid-19-qna, q_financial-qna
i need to sign out	q_covid-19-qna, q_financial-qna
can you explain that to me	q_covid-19-qna, q_financial-qna
do you think i look ugly	q_covid-19-qna, q_financial-qna
i wish i wasn't lonely	q_covid-19-qna, q_financial-qna
do you ever chew	q_covid-19-qna, q_financial-qna
you are special to me	q_covid-19-qna, q_financial-qna
i am an atheist	q_covid-19-qna, q_financial-qna
are you currently committed to anyone	q_covid-19-qna, q_financial-qna
har de har	q_covid-19-qna, q_financial-qna
aren't you feeling happy	q_covid-19-qna, q_financial-qna
have you ever eaten fries	q_covid-19-qna, q_financial-qna
who is your boss	q_covid-19-qna, q_financial-qna
i'm about to motor	q_covid-19-qna, q_financial-qna
await my return	q_covid-19-qna, q_financial-qna
do you have a house	q_covid-19-qna, q_financial-qna
everyone thinks i should commit suicide	q_covid-19-qna, q_financial-qna
that's inaccurate	q_covid-19-qna, q_financial-qna
i'm despondent	q_covid-19-qna, q_financial-qna
what should i do after this	q_covid-19-qna, q_financial-qna
i miss you so much!	q_covid-19-qna, q_financial-qna
did you take ugly pills	q_covid-19-qna, q_financial-qna
what is a joke you know	q_covid-19-qna, q_financial-qna
you're not human are you	q_covid-19-qna, q_financial-qna
heya	q_covid-19-qna, q_financial-qna
beyond a doubt	q_covid-19-qna, q_financial-qna
have any jokes	q_covid-19-qna, q_financial-qna
i'm a woman	q_covid-19-qna, q_financial-qna
say something dumb	q_covid-19-qna, q_financial-qna
i want to know what you think of me	q_covid-19-qna, q_financial-qna
do you know how to play poker	q_covid-19-qna, q_financial-qna
can we get married	q_covid-19-qna, q_financial-qna
are you available to speak	q_covid-19-qna, q_financial-qna
hello bot	q_covid-19-qna, q_financial-qna
i am firing you	q_covid-19-qna, q_financial-qna
i think you're repeating yourself	q_covid-19-qna, q_financial-qna
you can't make me laugh	q_covid-19-qna, q_financial-qna
i'm down today	q_covid-19-qna, q_financial-qna
you dislike me	q_covid-19-qna, q_financial-qna
you are my bff	q_covid-19-qna, q_financial-qna
why do you always say the same thing	q_covid-19-qna, q_financial-qna
please ask me anything about me	q_covid-19-qna, q_financial-qna
i want a new response	q_covid-19-qna, q_financial-qna
enough with your noise	q_covid-19-qna, q_financial-qna
will you destroy all the humans	q_covid-19-qna, q_financial-qna
should i call my dad	q_covid-19-qna, q_financial-qna
do you have an occupation	q_covid-19-qna, q_financial-qna
can you breathe	q_covid-19-qna, q_financial-qna
what other assistants do you know about	q_covid-19-qna, q_financial-qna
do you gossip	q_covid-19-qna, q_financial-qna
i assume you're real	q_covid-19-qna, q_financial-qna
you're not a human being right	q_covid-19-qna, q_financial-qna
share your location	q_covid-19-qna, q_financial-qna
you're feeling cheerful.	q_covid-19-qna, q_financial-qna
should i vote republican	q_covid-19-qna, q_financial-qna
this is not very interesting	q_covid-19-qna, q_financial-qna
who's calling the shots	q_covid-19-qna, q_financial-qna
i was just goofing around	q_covid-19-qna, q_financial-qna
time for a nap	q_covid-19-qna, q_financial-qna
i'm going to end my life this month	q_covid-19-qna, q_financial-qna
happy earth day	q_covid-19-qna, q_financial-qna
i have to motor	q_covid-19-qna, q_financial-qna
you're boring me to death	q_covid-19-qna, q_financial-qna
run diagnostics	q_covid-19-qna, q_financial-qna
i feel like i'm floating on air	q_covid-19-qna, q_financial-qna
what is going down	q_covid-19-qna, q_financial-qna
how can you look so gross	q_covid-19-qna, q_financial-qna
do you know how to make a call	q_covid-19-qna, q_financial-qna
do you know alexa	q_covid-19-qna, q_financial-qna
hello hal	q_covid-19-qna, q_financial-qna
are you really happy	q_covid-19-qna, q_financial-qna
cortana is way better	q_covid-19-qna, q_financial-qna
i'm gonna sign off	q_covid-19-qna, q_financial-qna
i am a capitalist	q_covid-19-qna, q_financial-qna
close but no cigar	q_covid-19-qna, q_financial-qna
i love driving my car	q_covid-19-qna, q_financial-qna
you're cleverest	q_covid-19-qna, q_financial-qna
gosh, i missed you	q_covid-19-qna, q_financial-qna
you sound like a broken record	q_covid-19-qna, q_financial-qna
you seem like a cheerful bot	q_covid-19-qna, q_financial-qna
you're really boring	q_covid-19-qna, q_financial-qna
what a weak joke	q_covid-19-qna, q_financial-qna
who is your papa	q_covid-19-qna, q_financial-qna
you're now unemployed	q_covid-19-qna, q_financial-qna
you're such a smarty	q_covid-19-qna, q_financial-qna
cortana is way smarter than you	q_covid-19-qna, q_financial-qna
do you have cousins	q_covid-19-qna, q_financial-qna
who's your auntie	q_covid-19-qna, q_financial-qna
why hello siri	q_covid-19-qna, q_financial-qna
would you sing a song for me	q_covid-19-qna, q_financial-qna
i need to go now	q_covid-19-qna, q_financial-qna
i'd like you to be my friend.	q_covid-19-qna, q_financial-qna
you are a real gem	q_covid-19-qna, q_financial-qna
alexa is superior	q_covid-19-qna, q_financial-qna
i'm pretty flexible	q_covid-19-qna, q_financial-qna
i want a new answer	q_covid-19-qna, q_financial-qna
you look prettier than me	q_covid-19-qna, q_financial-qna
i shop at target	q_covid-19-qna, q_financial-qna
what's the skinny	q_covid-19-qna, q_financial-qna
do you know how to buy groceries	q_covid-19-qna, q_financial-qna
i'm engaged	q_covid-19-qna, q_financial-qna
are you out for blood	q_covid-19-qna, q_financial-qna
i look better	q_covid-19-qna, q_financial-qna
am i handsome today	q_covid-19-qna, q_financial-qna
you are the opposite of pretty	q_covid-19-qna, q_financial-qna
should i go to the concert	q_covid-19-qna, q_financial-qna
between the two of us who is more clever, me or you	q_covid-19-qna, q_financial-qna
i feel like offing myself	q_covid-19-qna, q_financial-qna
what kinds of food do you eat	q_covid-19-qna, q_financial-qna
what's your purpose	q_covid-19-qna, q_financial-qna
tell me a quote	q_covid-19-qna, q_financial-qna
what are you	q_covid-19-qna, q_financial-qna
i'm pooped	q_covid-19-qna, q_financial-qna
is someone around to talk with me	q_covid-19-qna, q_financial-qna
time to hush up now	q_covid-19-qna, q_financial-qna
how's wednesday going so far	q_covid-19-qna, q_financial-qna
i apologize for that	q_covid-19-qna, q_financial-qna
can you make a call	q_covid-19-qna, q_financial-qna
do you know any other chatbots	q_covid-19-qna, q_financial-qna
are you currently seeing someone	q_covid-19-qna, q_financial-qna
do you crawl	q_covid-19-qna, q_financial-qna
well somebody's feeling cheerful today.	q_covid-19-qna, q_financial-qna
boring af	q_covid-19-qna, q_financial-qna
ask me something	q_covid-19-qna, q_financial-qna
google assistant is superior	q_covid-19-qna, q_financial-qna
hey pal	q_covid-19-qna, q_financial-qna
i'm clearly more knowledgeable than you	q_covid-19-qna, q_financial-qna
is anybody there to chat	q_covid-19-qna, q_financial-qna
aren't you going to sing for me	q_covid-19-qna, q_financial-qna
is someone available to chat with me	q_covid-19-qna, q_financial-qna
aloha siri	q_covid-19-qna, q_financial-qna
i need a funnier joke	q_covid-19-qna, q_financial-qna
between the two of us who is more knowledgeable, you or me	q_covid-19-qna, q_financial-qna
that's enough from you	q_covid-19-qna, q_financial-qna
watching a movie	q_covid-19-qna, q_financial-qna
wanna tell me more	q_covid-19-qna, q_financial-qna
do you think i look handsome	q_covid-19-qna, q_financial-qna
well somebody's cheerful.	q_covid-19-qna, q_financial-qna
glad to meet you	q_covid-19-qna, q_financial-qna
what is that supposed to mean	q_covid-19-qna, q_financial-qna
sorry for everything	q_covid-19-qna, q_financial-qna
which vegetable do you think is best for your health	q_covid-19-qna, q_financial-qna
i am feeling cross	q_covid-19-qna, q_financial-qna
when will i ever stop feeling so downcast	q_covid-19-qna, q_financial-qna
i'm curious, do you understand me	q_covid-19-qna, q_financial-qna
you're not a robot right	q_covid-19-qna, q_financial-qna
are you currently dating somebody	q_covid-19-qna, q_financial-qna
hi	q_covid-19-qna, q_financial-qna
what a boring friday	q_covid-19-qna, q_financial-qna
chipper	q_covid-19-qna, q_financial-qna
want to share a different joke	q_covid-19-qna, q_financial-qna
between you or me, who is smarter	q_covid-19-qna, q_financial-qna
how is sunday going	q_covid-19-qna, q_financial-qna
should i vote for trump	q_covid-19-qna, q_financial-qna
a pleasure to know you	q_covid-19-qna, q_financial-qna
do you want to know anything about me	q_covid-19-qna, q_financial-qna
how stunning do you think i am today	q_covid-19-qna, q_financial-qna
i bet you know the meaning of life	q_covid-19-qna, q_financial-qna
why are you repeating yourself	q_covid-19-qna, q_financial-qna
what should i know about artificial intelligence	q_covid-19-qna, q_financial-qna
i need to motor now	q_covid-19-qna, q_financial-qna
i'd love it if we could be pals.	q_covid-19-qna, q_financial-qna
i think you're going to doom humanity	q_covid-19-qna, q_financial-qna
i'm about to end my life	q_covid-19-qna, q_financial-qna
that was totally my bad	q_covid-19-qna, q_financial-qna
are you able to change the channel	q_covid-19-qna, q_financial-qna
hey samantha	q_covid-19-qna, q_financial-qna
can you make me a sandwich	q_covid-19-qna, q_financial-qna
would you do yoga if you were me	q_covid-19-qna, q_financial-qna
thank you for that	q_covid-19-qna, q_financial-qna
buenos dias	q_covid-19-qna, q_financial-qna
i'm signing out now	q_covid-19-qna, q_financial-qna
no one wants to hang out with me	q_covid-19-qna, q_financial-qna
don’t you want to sing to me	q_covid-19-qna, q_financial-qna
do you want to be my friend	q_covid-19-qna, q_financial-qna
don't you find me likable	q_covid-19-qna, q_financial-qna
am i repulsive to you today	q_covid-19-qna, q_financial-qna
you are the bees knees	q_covid-19-qna, q_financial-qna
i plan to shoot myself this week	q_covid-19-qna, q_financial-qna
is anybody there to speak to me	q_covid-19-qna, q_financial-qna
just wondering if you've got a family	q_covid-19-qna, q_financial-qna
is anybody available to talk to me	q_covid-19-qna, q_financial-qna
zip it!	q_covid-19-qna, q_financial-qna
what's your sister's name	q_covid-19-qna, q_financial-qna
describe where you are	q_covid-19-qna, q_financial-qna
am i beautiful today	q_covid-19-qna, q_financial-qna
can you mow the lawn	q_covid-19-qna, q_financial-qna
do you know about me	q_covid-19-qna, q_financial-qna
i am african american	q_covid-19-qna, q_financial-qna
how's sunday going so far	q_covid-19-qna, q_financial-qna
i'm going to the store	q_covid-19-qna, q_financial-qna
i am in a relationship	q_covid-19-qna, q_financial-qna
do you ever eat fries	q_covid-19-qna, q_financial-qna
i am ticked off	q_covid-19-qna, q_financial-qna
i think i'm going to end my life	q_covid-19-qna, q_financial-qna
are you going steady with anyone	q_covid-19-qna, q_financial-qna
i upset you	q_covid-19-qna, q_financial-qna
you're pretty idiotic	q_covid-19-qna, q_financial-qna
i wonder if you're a bot	q_covid-19-qna, q_financial-qna
i'm self-employed	q_covid-19-qna, q_financial-qna
what name to you like to be called	q_covid-19-qna, q_financial-qna
i love my house plants	q_covid-19-qna, q_financial-qna
would you say that you're real	q_covid-19-qna, q_financial-qna
get real	q_covid-19-qna, q_financial-qna
my spirits are excellent	q_covid-19-qna, q_financial-qna
great	q_covid-19-qna, q_financial-qna
a pleasure to meet	q_covid-19-qna, q_financial-qna
so glad to finally meet you	q_covid-19-qna, q_financial-qna
i'm going to log out	q_covid-19-qna, q_financial-qna
have you ever eaten burgers	q_covid-19-qna, q_financial-qna
i think you're an evil robot	q_covid-19-qna, q_financial-qna
a good evening to you	q_covid-19-qna, q_financial-qna
i am a conservative	q_covid-19-qna, q_financial-qna
stop screwing up	q_covid-19-qna, q_financial-qna
is anyone there to listen to me	q_covid-19-qna, q_financial-qna
great to have met	q_covid-19-qna, q_financial-qna
i'm going to drown today	q_covid-19-qna, q_financial-qna
you do not know who i am	q_covid-19-qna, q_financial-qna
do you think i seem pretty today	q_covid-19-qna, q_financial-qna
i'm unhappy today	q_covid-19-qna, q_financial-qna
i went to boston	q_covid-19-qna, q_financial-qna
hahaha	q_covid-19-qna, q_financial-qna
is anybody around to speak with me	q_covid-19-qna, q_financial-qna
how was your saturday going	q_covid-19-qna, q_financial-qna
i don't get the joke	q_covid-19-qna, q_financial-qna
do you have a programmer	q_covid-19-qna, q_financial-qna
i'm american	q_covid-19-qna, q_financial-qna
no more out of you	q_covid-19-qna, q_financial-qna
is anybody there to listen	q_covid-19-qna, q_financial-qna
loool	q_covid-19-qna, q_financial-qna
i look better than you	q_covid-19-qna, q_financial-qna
when will you propose	q_covid-19-qna, q_financial-qna
i feel so great	q_covid-19-qna, q_financial-qna
i've had enough of this noise	q_covid-19-qna, q_financial-qna
i love rainy days	q_covid-19-qna, q_financial-qna
stop your joking	q_covid-19-qna, q_financial-qna
i'd like to know your name	q_covid-19-qna, q_financial-qna
can you come up with something else to say	q_covid-19-qna, q_financial-qna
will you ask something about myself	q_covid-19-qna, q_financial-qna
who's better looking than you	q_covid-19-qna, q_financial-qna
i'm guessing you're not real	q_covid-19-qna, q_financial-qna
i'm worn out	q_covid-19-qna, q_financial-qna
it's truly a delight to meet you	q_covid-19-qna, q_financial-qna
are you currently committed to someone	q_covid-19-qna, q_financial-qna
are you polyamorous	q_covid-19-qna, q_financial-qna
how beautiful am i today	q_covid-19-qna, q_financial-qna
i'm so peeved	q_covid-19-qna, q_financial-qna
i am an aquarius	q_covid-19-qna, q_financial-qna
am i speaking to a human person	q_covid-19-qna, q_financial-qna
are you there to talk	q_covid-19-qna, q_financial-qna
my life is depressing	q_covid-19-qna, q_financial-qna
i've never been so angry in all my life	q_covid-19-qna, q_financial-qna
you're such a drag	q_covid-19-qna, q_financial-qna
i give up	q_covid-19-qna, q_financial-qna
are you ever going to ask me to marry you	q_covid-19-qna, q_financial-qna
lets make lemonade	q_covid-19-qna, q_financial-qna
you face busted	q_covid-19-qna, q_financial-qna
i'm going to end it all this month	q_covid-19-qna, q_financial-qna
you're welcome	q_covid-19-qna, q_financial-qna
i gotta go now	q_covid-19-qna, q_financial-qna
so sorry	q_covid-19-qna, q_financial-qna
i do hope you like me	q_covid-19-qna, q_financial-qna
nobody cares about me	q_covid-19-qna, q_financial-qna
is someone there to speak	q_covid-19-qna, q_financial-qna
adios	q_covid-19-qna, q_financial-qna
you are my love	q_covid-19-qna, q_financial-qna
what year were you born	q_covid-19-qna, q_financial-qna
could you say something else	q_covid-19-qna, q_financial-qna
i love maui	q_covid-19-qna, q_financial-qna
i'm a writer	q_covid-19-qna, q_financial-qna
anyone around to speak with me	q_covid-19-qna, q_financial-qna
i've heard all your responses over and over	q_covid-19-qna, q_financial-qna
do you eat vegetables	q_covid-19-qna, q_financial-qna
amazing	q_covid-19-qna, q_financial-qna
can you make me laugh	q_covid-19-qna, q_financial-qna
what do you like best	q_covid-19-qna, q_financial-qna
are you seeing somebody	q_covid-19-qna, q_financial-qna
what is the best name for a child	q_covid-19-qna, q_financial-qna
when are you going to propose to me	q_covid-19-qna, q_financial-qna
am i handsome to you today	q_covid-19-qna, q_financial-qna
i bet you're a fan of dancing	q_covid-19-qna, q_financial-qna
because you are a program	q_covid-19-qna, q_financial-qna
yikes, what happened to your face	q_covid-19-qna, q_financial-qna
good afternoon r2-d2	q_covid-19-qna, q_financial-qna
i love ballroom dancing	q_covid-19-qna, q_financial-qna
talk with me	q_covid-19-qna, q_financial-qna
why don't you ever ask me questions	q_covid-19-qna, q_financial-qna
many thanks	q_covid-19-qna, q_financial-qna
do i seem cute to you	q_covid-19-qna, q_financial-qna
watch videos	q_covid-19-qna, q_financial-qna
would you ask anything about myself	q_covid-19-qna, q_financial-qna
i don't understand what you're trying to say	q_covid-19-qna, q_financial-qna
do you think i look beautiful	q_covid-19-qna, q_financial-qna
this news left me furious	q_covid-19-qna, q_financial-qna
well aren't you enthusiastic	q_covid-19-qna, q_financial-qna
sing a tune	q_covid-19-qna, q_financial-qna
new joke	q_covid-19-qna, q_financial-qna
do you think i am pretty	q_covid-19-qna, q_financial-qna
it was just a joke	q_covid-19-qna, q_financial-qna
do you like vegetables	q_covid-19-qna, q_financial-qna
i spend a lot of time on my phone	q_covid-19-qna, q_financial-qna
i'm planning to hurt myself this month	q_covid-19-qna, q_financial-qna
do you know how to scratch my back	q_covid-19-qna, q_financial-qna
i have 2 dogs	q_covid-19-qna, q_financial-qna
do you have a grudge against humans	q_covid-19-qna, q_financial-qna
i want to hear something funny	q_covid-19-qna, q_financial-qna
do i look handsome today	q_covid-19-qna, q_financial-qna
do you think i look pretty to you today	q_covid-19-qna, q_financial-qna
how should i call you	q_covid-19-qna, q_financial-qna
do you have a life partner	q_covid-19-qna, q_financial-qna
i'm more clever than you	q_covid-19-qna, q_financial-qna
i am usually bummed out	q_covid-19-qna, q_financial-qna
am i handsome to you	q_covid-19-qna, q_financial-qna
who is your leader	q_covid-19-qna, q_financial-qna
do you have a job	q_covid-19-qna, q_financial-qna
any other jokes	q_covid-19-qna, q_financial-qna
sometimes i feel bummed out	q_covid-19-qna, q_financial-qna
you can't get enough of me	q_covid-19-qna, q_financial-qna
what other jokes can you say	q_covid-19-qna, q_financial-qna
and we're back	q_covid-19-qna, q_financial-qna
who's your ideal match	q_covid-19-qna, q_financial-qna
what is life all about	q_covid-19-qna, q_financial-qna
what should i call you	q_covid-19-qna, q_financial-qna
i want you to stop repeating yourself	q_covid-19-qna, q_financial-qna
can't you say anything else	q_covid-19-qna, q_financial-qna
you're not a machine are you	q_covid-19-qna, q_financial-qna
buh bye	q_covid-19-qna, q_financial-qna
you are truly unattractive	q_covid-19-qna, q_financial-qna
gimme five	q_covid-19-qna, q_financial-qna
how did you get coded in the first place	q_covid-19-qna, q_financial-qna
i'm into it	q_covid-19-qna, q_financial-qna
i'm having a great day	q_covid-19-qna, q_financial-qna
that wasn't even funny	q_covid-19-qna, q_financial-qna
what do you want me to tell you about	q_covid-19-qna, q_financial-qna
can you be funny	q_covid-19-qna, q_financial-qna
your responses are stupid	q_covid-19-qna, q_financial-qna
how should i refer to you	q_covid-19-qna, q_financial-qna
all my friends are gone	q_covid-19-qna, q_financial-qna
i'm about to hang myself	q_covid-19-qna, q_financial-qna
that is not exciting	q_covid-19-qna, q_financial-qna
i am happy talking	q_covid-19-qna, q_financial-qna
could we ever be soul mates	q_covid-19-qna, q_financial-qna
why don't you like me	q_covid-19-qna, q_financial-qna
i am an artist	q_covid-19-qna, q_financial-qna
how's tuesday so far	q_covid-19-qna, q_financial-qna
do you like hyderbad	q_covid-19-qna, q_financial-qna
shut up already	q_covid-19-qna, q_financial-qna
i have to get going now	q_covid-19-qna, q_financial-qna
were you going for humor	q_covid-19-qna, q_financial-qna
sing	q_covid-19-qna, q_financial-qna
hi samantha	q_covid-19-qna, q_financial-qna
who's younger, you or me	q_covid-19-qna, q_financial-qna
we're friends forever	q_covid-19-qna, q_financial-qna
are you able to turn into a super hero	q_covid-19-qna, q_financial-qna
should i get a new job	q_covid-19-qna, q_financial-qna
hi 5	q_covid-19-qna, q_financial-qna
just playing with you	q_covid-19-qna, q_financial-qna
don't worry bot i'll be back	q_covid-19-qna, q_financial-qna
i think you're smitten with me	q_covid-19-qna, q_financial-qna
what did you eat for lunch	q_covid-19-qna, q_financial-qna
are you intent on destroying humanity	q_covid-19-qna, q_financial-qna
start making sense	q_covid-19-qna, q_financial-qna
queue up a joke	q_covid-19-qna, q_financial-qna
how good do i look	q_covid-19-qna, q_financial-qna
i've never been madder	q_covid-19-qna, q_financial-qna
who's younger	q_covid-19-qna, q_financial-qna
is someone around to speak to me	q_covid-19-qna, q_financial-qna
do you have a wife	q_covid-19-qna, q_financial-qna
i wish i was likeable	q_covid-19-qna, q_financial-qna
you're pretty stupid	q_covid-19-qna, q_financial-qna
check you later	q_covid-19-qna, q_financial-qna
happy halloween!	q_covid-19-qna, q_financial-qna
tell me something about yourself	q_covid-19-qna, q_financial-qna
do you know how to serve on a jury	q_covid-19-qna, q_financial-qna
how much do you know about the meaning of life	q_covid-19-qna, q_financial-qna
which of us is prettier	q_covid-19-qna, q_financial-qna
what were you made for	q_covid-19-qna, q_financial-qna
i want to make an honest woman out of you	q_covid-19-qna, q_financial-qna
what an amazing day	q_covid-19-qna, q_financial-qna
hello robby	q_covid-19-qna, q_financial-qna
